District,Year,Disease,Occurrences
District_223,2023,Dengue,0
District_223,2023,Yellow fever,1
District_223,2023,Malaria,0
District_224,2018,Chikungunya,0
District_224,2018,Dengue,1
District_224,2018,Yellow fever,0
District_224,2018,Malaria,0
District_224,2019,Chikungunya,1
District_224,2019,Dengue,0
District_224,2019,Yellow fever,1
District_224,2019,Malaria,0
District_224,2020,Chikungunya,1
District_224,2020,Dengue,1
District_224,2020,Yellow fever,1
District_224,2020,Malaria,0
District_224,2021,Chikungunya,0
District_224,2021,Dengue,0
District_224,2021,Yellow fever,0
District_224,2021,Malaria,1
District_224,2022,Chikungunya,1
District_224,2022,Dengue,1
District_224,2022,Yellow fever,0
District_224,2022,Malaria,1
District_224,2023,Chikungunya,1
District_224,2023,Dengue,0
District_224,2023,Yellow fever,0
District_224,2023,Malaria,0
District_225,2018,Chikungunya,1
District_225,2018,Dengue,1
District_225,2018,Yellow fever,0
District_225,2018,Malaria,1
District_225,2019,Chikungunya,0
District_225,2019,Dengue,1
District_225,2019,Yellow fever,1
District_225,2019,Malaria,1
District_225,2020,Chikungunya,1
District_225,2020,Dengue,0
District_225,2020,Yellow fever,1
District_225,2020,Malaria,1
District_225,2021,Chikungunya,1
District_225,2021,Dengue,0
District_225,2021,Yellow fever,1
District_225,2021,Malaria,0
District_225,2022,Chikungunya,0
District_225,2022,Dengue,1
District_225,2022,Yellow fever,1
District_225,2022,Malaria,1
District_225,2023,Chikungunya,0
District_225,2023,Dengue,0
District_225,2023,Yellow fever,0
District_225,2023,Malaria,1
District_226,2018,Chikungunya,1
District_226,2018,Dengue,1
District_226,2018,Yellow fever,1
District_226,2018,Malaria,1
District_226,2019,Chikungunya,0
District_226,2019,Dengue,0
District_226,2019,Yellow fever,0
District_226,2019,Malaria,1
District_226,2020,Chikungunya,1
District_226,2020,Dengue,1
District_226,2020,Yellow fever,1
District_226,2020,Malaria,0
District_226,2021,Chikungunya,0
District_226,2021,Dengue,1
District_226,2021,Yellow fever,1
District_226,2021,Malaria,0
District_226,2022,Chikungunya,1
District_226,2022,Dengue,0
District_226,2022,Yellow fever,1
District_226,2022,Malaria,1
District_226,2023,Chikungunya,1
District_226,2023,Dengue,0
District_226,2023,Yellow fever,0
District_226,2023,Malaria,1
District_227,2018,Chikungunya,0
District_227,2018,Dengue,0
District_227,2018,Yellow fever,1
District_227,2018,Malaria,0
District_227,2019,Chikungunya,0
District_227,2019,Dengue,1
District_227,2019,Yellow fever,0
District_227,2019,Malaria,1
District_227,2020,Chikungunya,0
District_227,2020,Dengue,1
District_227,2020,Yellow fever,1
District_227,2020,Malaria,0
District_227,2021,Chikungunya,0
District_227,2021,Dengue,1
District_227,2021,Yellow fever,0
District_227,2021,Malaria,0
District_227,2022,Chikungunya,1
District_227,2022,Dengue,1
District_227,2022,Yellow fever,0
District_227,2022,Malaria,0
District_227,2023,Chikungunya,1
District_227,2023,Dengue,0
District_227,2023,Yellow fever,0
District_227,2023,Malaria,0
District_228,2018,Chikungunya,0
District_228,2018,Dengue,0
District_228,2018,Yellow fever,0
District_228,2018,Malaria,1
District_228,2019,Chikungunya,0
District_228,2019,Dengue,1
District_228,2019,Yellow fever,1
District_228,2019,Malaria,1
District_228,2020,Chikungunya,1
District_228,2020,Dengue,1
District_228,2020,Yellow fever,0
District_228,2020,Malaria,0
District_228,2021,Chikungunya,0
District_228,2021,Dengue,1
District_228,2021,Yellow fever,0
District_228,2021,Malaria,0
District_228,2022,Chikungunya,0
District_228,2022,Dengue,1
District_228,2022,Yellow fever,0
District_228,2022,Malaria,1
District_228,2023,Chikungunya,1
District_228,2023,Dengue,0
District_228,2023,Yellow fever,0
District_228,2023,Malaria,0
District_229,2018,Chikungunya,1
District_229,2018,Dengue,1
District_229,2018,Yellow fever,0
District_229,2018,Malaria,0
District_229,2019,Chikungunya,0
District_229,2019,Dengue,0
District_229,2019,Yellow fever,0
District_229,2019,Malaria,1
District_229,2020,Chikungunya,0
District_229,2020,Dengue,1
District_229,2020,Yellow fever,1
District_229,2020,Malaria,1
District_229,2021,Chikungunya,0
District_229,2021,Dengue,1
District_229,2021,Yellow fever,0
District_229,2021,Malaria,1
District_229,2022,Chikungunya,1
District_229,2022,Dengue,1
District_229,2022,Yellow fever,1
District_229,2022,Malaria,0
District_229,2023,Chikungunya,1
District_229,2023,Dengue,1
District_229,2023,Yellow fever,0
District_229,2023,Malaria,1
District_230,2018,Chikungunya,0
District_230,2018,Dengue,0
District_230,2018,Yellow fever,0
District_230,2018,Malaria,1
District_230,2019,Chikungunya,1
District_230,2019,Dengue,1
District_230,2019,Yellow fever,1
District_230,2019,Malaria,0
District_230,2020,Chikungunya,1
District_230,2020,Dengue,0
District_230,2020,Yellow fever,0
District_230,2020,Malaria,1
District_230,2021,Chikungunya,1
District_230,2021,Dengue,0
District_230,2021,Yellow fever,1
District_230,2021,Malaria,0
District_230,2022,Chikungunya,1
District_230,2022,Dengue,0
District_230,2022,Yellow fever,0
District_230,2022,Malaria,1
District_230,2023,Chikungunya,0
District_230,2023,Dengue,0
District_230,2023,Yellow fever,1
District_230,2023,Malaria,1
District_231,2018,Chikungunya,1
District_231,2018,Dengue,0
District_231,2018,Yellow fever,1
District_231,2018,Malaria,1
District_231,2019,Chikungunya,0
District_231,2019,Dengue,0
District_231,2019,Yellow fever,0
District_231,2019,Malaria,0
District_231,2020,Chikungunya,1
District_231,2020,Dengue,1
District_231,2020,Yellow fever,1
District_231,2020,Malaria,1
District_231,2021,Chikungunya,0
District_231,2021,Dengue,1
District_231,2021,Yellow fever,1
District_231,2021,Malaria,0
District_231,2022,Chikungunya,0
District_231,2022,Dengue,1
District_231,2022,Yellow fever,1
District_231,2022,Malaria,1
District_231,2023,Chikungunya,0
District_231,2023,Dengue,0
District_231,2023,Yellow fever,1
District_231,2023,Malaria,1
District_232,2018,Chikungunya,0
District_232,2018,Dengue,1
District_232,2018,Yellow fever,0
District_232,2018,Malaria,1
District_232,2019,Chikungunya,0
District_232,2019,Dengue,0
District_232,2019,Yellow fever,1
District_232,2019,Malaria,1
District_232,2020,Chikungunya,1
District_232,2020,Dengue,1
District_232,2020,Yellow fever,1
District_232,2020,Malaria,1
District_232,2021,Chikungunya,1
District_232,2021,Dengue,0
District_232,2021,Yellow fever,0
District_232,2021,Malaria,1
District_232,2022,Chikungunya,1
District_232,2022,Dengue,0
District_232,2022,Yellow fever,1
District_232,2022,Malaria,1
District_232,2023,Chikungunya,0
District_232,2023,Dengue,1
District_232,2023,Yellow fever,0
District_232,2023,Malaria,1
District_233,2018,Chikungunya,1
District_233,2018,Dengue,0
District_233,2018,Yellow fever,0
District_233,2018,Malaria,1
District_233,2019,Chikungunya,1
District_233,2019,Dengue,1
District_233,2019,Yellow fever,0
District_233,2019,Malaria,0
District_233,2020,Chikungunya,0
District_233,2020,Dengue,1
District_233,2020,Yellow fever,0
District_233,2020,Malaria,0
District_233,2021,Chikungunya,0
District_233,2021,Dengue,1
District_233,2021,Yellow fever,0
District_233,2021,Malaria,0
District_233,2022,Chikungunya,1
District_233,2022,Dengue,0
District_233,2022,Yellow fever,1
District_233,2022,Malaria,0
District_233,2023,Chikungunya,1
District_233,2023,Dengue,0
District_233,2023,Yellow fever,1
District_233,2023,Malaria,0
District_234,2018,Chikungunya,0
District_234,2018,Dengue,0
District_234,2018,Yellow fever,0
District_234,2018,Malaria,0
District_234,2019,Chikungunya,1
District_234,2019,Dengue,1
District_234,2019,Yellow fever,1
District_234,2019,Malaria,0
District_234,2020,Chikungunya,0
District_234,2020,Dengue,0
District_234,2020,Yellow fever,0
District_234,2020,Malaria,1
District_234,2021,Chikungunya,1
District_234,2021,Dengue,1
District_234,2021,Yellow fever,1
District_234,2021,Malaria,1
District_234,2022,Chikungunya,1
District_234,2022,Dengue,1
District_234,2022,Yellow fever,1
District_234,2022,Malaria,0
District_234,2023,Chikungunya,1
District_234,2023,Dengue,1
District_234,2023,Yellow fever,1
District_234,2023,Malaria,1
District_235,2018,Chikungunya,1
District_235,2018,Dengue,1
District_235,2018,Yellow fever,0
District_235,2018,Malaria,0
District_235,2019,Chikungunya,0
District_235,2019,Dengue,0
District_235,2019,Yellow fever,0
District_235,2019,Malaria,0
District_235,2020,Chikungunya,1
District_235,2020,Dengue,0
District_235,2020,Yellow fever,1
District_235,2020,Malaria,1
District_235,2021,Chikungunya,0
District_235,2021,Dengue,0
District_235,2021,Yellow fever,0
District_235,2021,Malaria,0
District_235,2022,Chikungunya,0
District_235,2022,Dengue,0
District_235,2022,Yellow fever,0
District_235,2022,Malaria,1
District_235,2023,Chikungunya,0
District_235,2023,Dengue,0
District_235,2023,Yellow fever,0
District_235,2023,Malaria,1
District_236,2018,Chikungunya,0
District_236,2018,Dengue,0
District_236,2018,Yellow fever,0
District_236,2018,Malaria,1
District_236,2019,Chikungunya,1
District_236,2019,Dengue,0
District_236,2019,Yellow fever,0
District_236,2019,Malaria,0
District_236,2020,Chikungunya,1
District_236,2020,Dengue,1
District_236,2020,Yellow fever,0
District_236,2020,Malaria,1
District_236,2021,Chikungunya,1
District_236,2021,Dengue,0
District_236,2021,Yellow fever,1
District_236,2021,Malaria,0
District_236,2022,Chikungunya,0
District_236,2022,Dengue,0
District_236,2022,Yellow fever,0
District_236,2022,Malaria,0
District_236,2023,Chikungunya,1
District_236,2023,Dengue,0
District_236,2023,Yellow fever,1
District_236,2023,Malaria,1
District_237,2018,Chikungunya,0
District_237,2018,Dengue,0
District_237,2018,Yellow fever,0
District_237,2018,Malaria,0
District_237,2019,Chikungunya,0
District_237,2019,Dengue,0
District_237,2019,Yellow fever,0
District_237,2019,Malaria,1
District_237,2020,Chikungunya,0
District_237,2020,Dengue,0
District_237,2020,Yellow fever,1
District_237,2020,Malaria,0
District_237,2021,Chikungunya,0
District_237,2021,Dengue,1
District_237,2021,Yellow fever,0
District_237,2021,Malaria,1
District_237,2022,Chikungunya,1
District_237,2022,Dengue,0
District_237,2022,Yellow fever,1
District_237,2022,Malaria,1
District_237,2023,Chikungunya,1
District_237,2023,Dengue,1
District_237,2023,Yellow fever,0
District_237,2023,Malaria,0
District_238,2018,Chikungunya,1
District_238,2018,Dengue,1
District_238,2018,Yellow fever,1
District_238,2018,Malaria,0
District_238,2019,Chikungunya,1
District_238,2019,Dengue,1
District_238,2019,Yellow fever,1
District_238,2019,Malaria,1
District_238,2020,Chikungunya,1
District_238,2020,Dengue,1
District_238,2020,Yellow fever,1
District_238,2020,Malaria,1
District_238,2021,Chikungunya,1
District_238,2021,Dengue,0
District_238,2021,Yellow fever,1
District_238,2021,Malaria,0
District_238,2022,Chikungunya,0
District_238,2022,Dengue,1
District_238,2022,Yellow fever,1
District_238,2022,Malaria,0
District_238,2023,Chikungunya,1
District_238,2023,Dengue,1
District_238,2023,Yellow fever,1
District_238,2023,Malaria,0
District_239,2018,Chikungunya,0
District_239,2018,Dengue,0
District_239,2018,Yellow fever,0
District_239,2018,Malaria,1
District_239,2019,Chikungunya,0
District_239,2019,Dengue,1
District_239,2019,Yellow fever,0
District_239,2019,Malaria,1
District_239,2020,Chikungunya,1
District_239,2020,Dengue,0
District_239,2020,Yellow fever,1
District_239,2020,Malaria,1
District_239,2021,Chikungunya,1
District_239,2021,Dengue,0
District_239,2021,Yellow fever,0
District_239,2021,Malaria,0
District_239,2022,Chikungunya,1
District_239,2022,Dengue,1
District_239,2022,Yellow fever,1
District_239,2022,Malaria,1
District_239,2023,Chikungunya,1
District_239,2023,Dengue,1
District_239,2023,Yellow fever,1
District_239,2023,Malaria,1
District_240,2018,Chikungunya,0
District_240,2018,Dengue,0
District_240,2018,Yellow fever,0
District_240,2018,Malaria,1
District_240,2019,Chikungunya,1
District_240,2019,Dengue,1
District_240,2019,Yellow fever,1
District_240,2019,Malaria,1
District_240,2020,Chikungunya,0
District_240,2020,Dengue,1
District_240,2020,Yellow fever,1
District_240,2020,Malaria,0
District_240,2021,Chikungunya,0
District_240,2021,Dengue,1
District_240,2021,Yellow fever,0
District_240,2021,Malaria,0
District_240,2022,Chikungunya,0
District_240,2022,Dengue,0
District_240,2022,Yellow fever,1
District_240,2022,Malaria,1
District_240,2023,Chikungunya,0
District_240,2023,Dengue,0
District_240,2023,Yellow fever,1
District_240,2023,Malaria,1
District_241,2018,Chikungunya,1
District_241,2018,Dengue,1
District_241,2018,Yellow fever,1
District_241,2018,Malaria,0
District_241,2019,Chikungunya,0
District_241,2019,Dengue,0
District_241,2019,Yellow fever,0
District_241,2019,Malaria,0
District_241,2020,Chikungunya,1
District_241,2020,Dengue,0
District_241,2020,Yellow fever,1
District_241,2020,Malaria,1
District_241,2021,Chikungunya,1
District_241,2021,Dengue,0
District_241,2021,Yellow fever,1
District_241,2021,Malaria,1
District_241,2022,Chikungunya,1
District_241,2022,Dengue,1
District_241,2022,Yellow fever,1
District_241,2022,Malaria,0
District_241,2023,Chikungunya,0
District_241,2023,Dengue,0
District_241,2023,Yellow fever,0
District_241,2023,Malaria,0
District_242,2018,Chikungunya,0
District_242,2018,Dengue,0
District_242,2018,Yellow fever,1
District_242,2018,Malaria,0
District_242,2019,Chikungunya,0
District_242,2019,Dengue,0
District_242,2019,Yellow fever,0
District_242,2019,Malaria,0
District_242,2020,Chikungunya,1
District_242,2020,Dengue,0
District_242,2020,Yellow fever,0
District_242,2020,Malaria,1
District_242,2021,Chikungunya,0
District_242,2021,Dengue,1
District_242,2021,Yellow fever,1
District_242,2021,Malaria,0
District_242,2022,Chikungunya,0
District_242,2022,Dengue,1
District_242,2022,Yellow fever,1
District_242,2022,Malaria,1
District_242,2023,Chikungunya,0
District_242,2023,Dengue,1
District_242,2023,Yellow fever,1
District_242,2023,Malaria,1
District_243,2018,Chikungunya,0
District_243,2018,Dengue,1
District_243,2018,Yellow fever,1
District_243,2018,Malaria,0
District_243,2019,Chikungunya,0
District_243,2019,Dengue,1
District_243,2019,Yellow fever,0
District_243,2019,Malaria,0
District_243,2020,Chikungunya,1
District_243,2020,Dengue,1
District_243,2020,Yellow fever,0
District_243,2020,Malaria,0
District_243,2021,Chikungunya,0
District_243,2021,Dengue,0
District_243,2021,Yellow fever,0
District_243,2021,Malaria,1
District_243,2022,Chikungunya,1
District_243,2022,Dengue,0
District_243,2022,Yellow fever,1
District_243,2022,Malaria,0
District_243,2023,Chikungunya,0
District_243,2023,Dengue,1
District_243,2023,Yellow fever,0
District_243,2023,Malaria,1
District_244,2018,Chikungunya,0
District_244,2018,Dengue,0
District_244,2018,Yellow fever,1
District_244,2018,Malaria,0
District_244,2019,Chikungunya,1
District_244,2019,Dengue,0
District_244,2019,Yellow fever,1
District_244,2019,Malaria,0
District_244,2020,Chikungunya,1
District_244,2020,Dengue,1
District_244,2020,Yellow fever,1
District_244,2020,Malaria,1
District_244,2021,Chikungunya,1
District_244,2021,Dengue,1
District_244,2021,Yellow fever,1
District_244,2021,Malaria,0
District_244,2022,Chikungunya,1
District_244,2022,Dengue,1
District_244,2022,Yellow fever,0
District_244,2022,Malaria,0
District_244,2023,Chikungunya,0
District_244,2023,Dengue,1
District_244,2023,Yellow fever,0
District_244,2023,Malaria,1
District_245,2018,Chikungunya,1
District_245,2018,Dengue,0
District_245,2018,Yellow fever,1
District_245,2018,Malaria,0
District_245,2019,Chikungunya,1
District_245,2019,Dengue,1
District_245,2019,Yellow fever,1
District_245,2019,Malaria,1
District_245,2020,Chikungunya,0
District_245,2020,Dengue,0
District_245,2020,Yellow fever,1
District_245,2020,Malaria,1
District_245,2021,Chikungunya,1
District_245,2021,Dengue,0
District_245,2021,Yellow fever,0
District_245,2021,Malaria,0
District_245,2022,Chikungunya,1
District_245,2022,Dengue,1
District_245,2022,Yellow fever,0
District_245,2022,Malaria,0
District_245,2023,Chikungunya,1
District_245,2023,Dengue,1
District_245,2023,Yellow fever,1
District_245,2023,Malaria,0
District_246,2018,Chikungunya,0
District_246,2018,Dengue,0
District_246,2018,Yellow fever,0
District_246,2018,Malaria,1
District_246,2019,Chikungunya,1
District_246,2019,Dengue,0
District_246,2019,Yellow fever,0
District_246,2019,Malaria,1
District_246,2020,Chikungunya,0
District_246,2020,Dengue,1
District_246,2020,Yellow fever,1
District_246,2020,Malaria,0
District_246,2021,Chikungunya,1
District_246,2021,Dengue,1
District_246,2021,Yellow fever,1
District_246,2021,Malaria,1
District_246,2022,Chikungunya,1
District_246,2022,Dengue,0
District_246,2022,Yellow fever,0
District_246,2022,Malaria,1
District_246,2023,Chikungunya,0
District_246,2023,Dengue,1
District_246,2023,Yellow fever,0
District_246,2023,Malaria,1
District_247,2018,Chikungunya,0
District_247,2018,Dengue,1
District_247,2018,Yellow fever,0
District_247,2018,Malaria,0
District_247,2019,Chikungunya,1
District_247,2019,Dengue,0
District_247,2019,Yellow fever,0
District_247,2019,Malaria,1
District_247,2020,Chikungunya,0
District_247,2020,Dengue,0
District_247,2020,Yellow fever,0
District_247,2020,Malaria,1
District_247,2021,Chikungunya,0
