District,Disease,Year,No_of_Cases,Quarter
District_139,Yellow fever,2019,78,3
District_139,Malaria,2019,80,3
District_140,Chikungunya,2019,67,0
District_140,Dengue,2019,50,0
District_140,Yellow fever,2019,54,0
District_140,Malaria,2019,63,0
District_140,Chikungunya,2019,51,1
District_140,Dengue,2019,53,1
District_140,Yellow fever,2019,70,1
District_140,Malaria,2019,14,1
District_140,Chikungunya,2019,19,2
District_140,Dengue,2019,0,2
District_140,Yellow fever,2019,20,2
District_140,Malaria,2019,77,2
District_140,Chikungunya,2019,79,3
District_140,Dengue,2019,63,3
District_140,Yellow fever,2019,22,3
District_140,Malaria,2019,46,3
District_141,Chikungunya,2019,57,0
District_141,Dengue,2019,97,0
District_141,Yellow fever,2019,7,0
District_141,Malaria,2019,96,0
District_141,Chikungunya,2019,29,1
District_141,Dengue,2019,89,1
District_141,Yellow fever,2019,56,1
District_141,Malaria,2019,54,1
District_141,Chikungunya,2019,95,2
District_141,Dengue,2019,25,2
District_141,Yellow fever,2019,3,2
District_141,Malaria,2019,52,2
District_141,Chikungunya,2019,59,3
District_141,Dengue,2019,69,3
District_141,Yellow fever,2019,9,3
District_141,Malaria,2019,62,3
District_142,Chikungunya,2019,36,0
District_142,Dengue,2019,4,0
District_142,Yellow fever,2019,22,0
District_142,Malaria,2019,38,0
District_142,Chikungunya,2019,34,1
District_142,Dengue,2019,46,1
District_142,Yellow fever,2019,68,1
District_142,Malaria,2019,77,1
District_142,Chikungunya,2019,43,2
District_142,Dengue,2019,4,2
District_142,Yellow fever,2019,16,2
District_142,Malaria,2019,12,2
District_142,Chikungunya,2019,85,3
District_142,Dengue,2019,33,3
District_142,Yellow fever,2019,26,3
District_142,Malaria,2019,95,3
District_143,Chikungunya,2019,87,0
District_143,Dengue,2019,53,0
District_143,Yellow fever,2019,86,0
District_143,Malaria,2019,40,0
District_143,Chikungunya,2019,78,1
District_143,Dengue,2019,31,1
District_143,Yellow fever,2019,19,1
District_143,Malaria,2019,7,1
District_143,Chikungunya,2019,73,2
District_143,Dengue,2019,27,2
District_143,Yellow fever,2019,42,2
District_143,Malaria,2019,49,2
District_143,Chikungunya,2019,6,3
District_143,Dengue,2019,71,3
District_143,Yellow fever,2019,40,3
District_143,Malaria,2019,46,3
District_144,Chikungunya,2019,50,0
District_144,Dengue,2019,88,0
District_144,Yellow fever,2019,30,0
District_144,Malaria,2019,81,0
District_144,Chikungunya,2019,31,1
District_144,Dengue,2019,81,1
District_144,Yellow fever,2019,54,1
District_144,Malaria,2019,14,1
District_144,Chikungunya,2019,19,2
District_144,Dengue,2019,96,2
District_144,Yellow fever,2019,22,2
District_144,Malaria,2019,34,2
District_144,Chikungunya,2019,32,3
District_144,Dengue,2019,85,3
District_144,Yellow fever,2019,94,3
District_144,Malaria,2019,82,3
District_145,Chikungunya,2019,95,0
District_145,Dengue,2019,45,0
District_145,Yellow fever,2019,94,0
District_145,Malaria,2019,92,0
District_145,Chikungunya,2019,55,1
District_145,Dengue,2019,61,1
District_145,Yellow fever,2019,18,1
District_145,Malaria,2019,10,1
District_145,Chikungunya,2019,29,2
District_145,Dengue,2019,33,2
District_145,Yellow fever,2019,40,2
District_145,Malaria,2019,99,2
District_145,Chikungunya,2019,77,3
District_145,Dengue,2019,40,3
District_145,Yellow fever,2019,37,3
District_145,Malaria,2019,75,3
District_146,Chikungunya,2019,36,0
District_146,Dengue,2019,74,0
District_146,Yellow fever,2019,27,0
District_146,Malaria,2019,42,0
District_146,Chikungunya,2019,98,1
District_146,Dengue,2019,36,1
District_146,Yellow fever,2019,96,1
District_146,Malaria,2019,1,1
District_146,Chikungunya,2019,53,2
District_146,Dengue,2019,67,2
District_146,Yellow fever,2019,19,2
District_146,Malaria,2019,94,2
District_146,Chikungunya,2019,44,3
District_146,Dengue,2019,99,3
District_146,Yellow fever,2019,9,3
District_146,Malaria,2019,52,3
District_147,Chikungunya,2019,98,0
District_147,Dengue,2019,54,0
District_147,Yellow fever,2019,81,0
District_147,Malaria,2019,31,0
District_147,Chikungunya,2019,29,1
District_147,Dengue,2019,74,1
District_147,Yellow fever,2019,70,1
District_147,Malaria,2019,69,1
District_147,Chikungunya,2019,73,2
District_147,Dengue,2019,93,2
District_147,Yellow fever,2019,53,2
District_147,Malaria,2019,37,2
District_147,Chikungunya,2019,2,3
District_147,Dengue,2019,65,3
District_147,Yellow fever,2019,15,3
District_147,Malaria,2019,87,3
District_148,Chikungunya,2019,80,0
District_148,Dengue,2019,60,0
District_148,Yellow fever,2019,62,0
District_148,Malaria,2019,33,0
District_148,Chikungunya,2019,75,1
District_148,Dengue,2019,82,1
District_148,Yellow fever,2019,44,1
District_148,Malaria,2019,94,1
District_148,Chikungunya,2019,6,2
District_148,Dengue,2019,19,2
District_148,Yellow fever,2019,20,2
District_148,Malaria,2019,1,2
District_148,Chikungunya,2019,74,3
District_148,Dengue,2019,28,3
District_148,Yellow fever,2019,77,3
District_148,Malaria,2019,22,3
District_149,Chikungunya,2019,90,0
District_149,Dengue,2019,4,0
District_149,Yellow fever,2019,90,0
District_149,Malaria,2019,46,0
District_149,Chikungunya,2019,8,1
District_149,Dengue,2019,51,1
District_149,Yellow fever,2019,10,1
District_149,Malaria,2019,40,1
District_149,Chikungunya,2019,66,2
District_149,Dengue,2019,26,2
District_149,Yellow fever,2019,26,2
District_149,Malaria,2019,78,2
District_149,Chikungunya,2019,91,3
District_149,Dengue,2019,68,3
District_149,Yellow fever,2019,86,3
District_149,Malaria,2019,45,3
District_150,Chikungunya,2019,86,0
District_150,Dengue,2019,66,0
District_150,Yellow fever,2019,42,0
District_150,Malaria,2019,54,0
District_150,Chikungunya,2019,14,1
District_150,Dengue,2019,70,1
District_150,Yellow fever,2019,49,1
District_150,Malaria,2019,98,1
District_150,Chikungunya,2019,52,2
District_150,Dengue,2019,78,2
District_150,Yellow fever,2019,15,2
District_150,Malaria,2019,5,2
District_150,Chikungunya,2019,78,3
District_150,Dengue,2019,47,3
District_150,Yellow fever,2019,18,3
District_150,Malaria,2019,39,3
District_151,Chikungunya,2019,28,0
District_151,Dengue,2019,92,0
District_151,Yellow fever,2019,44,0
District_151,Malaria,2019,74,0
District_151,Chikungunya,2019,96,1
District_151,Dengue,2019,54,1
District_151,Yellow fever,2019,39,1
District_151,Malaria,2019,69,1
District_151,Chikungunya,2019,92,2
District_151,Dengue,2019,49,2
District_151,Yellow fever,2019,32,2
District_151,Malaria,2019,65,2
District_151,Chikungunya,2019,6,3
District_151,Dengue,2019,37,3
District_151,Yellow fever,2019,75,3
District_151,Malaria,2019,37,3
District_152,Chikungunya,2019,16,0
District_152,Dengue,2019,47,0
District_152,Yellow fever,2019,75,0
District_152,Malaria,2019,64,0
District_152,Chikungunya,2019,2,1
District_152,Dengue,2019,80,1
District_152,Yellow fever,2019,90,1
District_152,Malaria,2019,32,1
District_152,Chikungunya,2019,43,2
District_152,Dengue,2019,35,2
District_152,Yellow fever,2019,62,2
District_152,Malaria,2019,66,2
District_152,Chikungunya,2019,37,3
District_152,Dengue,2019,51,3
District_152,Yellow fever,2019,17,3
District_152,Malaria,2019,9,3
District_153,Chikungunya,2019,97,0
District_153,Dengue,2019,20,0
District_153,Yellow fever,2019,98,0
District_153,Malaria,2019,19,0
District_153,Chikungunya,2019,4,1
District_153,Dengue,2019,61,1
District_153,Yellow fever,2019,74,1
District_153,Malaria,2019,1,1
District_153,Chikungunya,2019,79,2
District_153,Dengue,2019,55,2
District_153,Yellow fever,2019,36,2
District_153,Malaria,2019,45,2
District_153,Chikungunya,2019,64,3
District_153,Dengue,2019,33,3
District_153,Yellow fever,2019,26,3
District_153,Malaria,2019,83,3
District_154,Chikungunya,2019,21,0
District_154,Dengue,2019,52,0
District_154,Yellow fever,2019,4,0
District_154,Malaria,2019,74,0
District_154,Chikungunya,2019,15,1
District_154,Dengue,2019,15,1
District_154,Yellow fever,2019,76,1
District_154,Malaria,2019,58,1
District_154,Chikungunya,2019,51,2
District_154,Dengue,2019,38,2
District_154,Yellow fever,2019,34,2
District_154,Malaria,2019,46,2
District_154,Chikungunya,2019,26,3
District_154,Dengue,2019,23,3
District_154,Yellow fever,2019,99,3
District_154,Malaria,2019,74,3
District_155,Chikungunya,2019,69,0
District_155,Dengue,2019,30,0
District_155,Yellow fever,2019,70,0
District_155,Malaria,2019,43,0
District_155,Chikungunya,2019,36,1
District_155,Dengue,2019,0,1
District_155,Yellow fever,2019,80,1
District_155,Malaria,2019,15,1
District_155,Chikungunya,2019,67,2
District_155,Dengue,2019,83,2
District_155,Yellow fever,2019,10,2
District_155,Malaria,2019,59,2
District_155,Chikungunya,2019,91,3
District_155,Dengue,2019,61,3
District_155,Yellow fever,2019,9,3
District_155,Malaria,2019,21,3
District_156,Chikungunya,2019,64,0
District_156,Dengue,2019,41,0
District_156,Yellow fever,2019,55,0
District_156,Malaria,2019,63,0
District_156,Chikungunya,2019,11,1
District_156,Dengue,2019,32,1
District_156,Yellow fever,2019,95,1
District_156,Malaria,2019,26,1
District_156,Chikungunya,2019,67,2
District_156,Dengue,2019,34,2
District_156,Yellow fever,2019,29,2
District_156,Malaria,2019,50,2
District_156,Chikungunya,2019,97,3
District_156,Dengue,2019,89,3
District_156,Yellow fever,2019,27,3
District_156,Malaria,2019,47,3
District_157,Chikungunya,2019,26,0
District_157,Dengue,2019,50,0
District_157,Yellow fever,2019,24,0
District_157,Malaria,2019,55,0
District_157,Chikungunya,2019,72,1
District_157,Dengue,2019,20,1
District_157,Yellow fever,2019,44,1
District_157,Malaria,2019,50,1
District_157,Chikungunya,2019,2,2
District_157,Dengue,2019,49,2
District_157,Yellow fever,2019,86,2
District_157,Malaria,2019,6,2
District_157,Chikungunya,2019,20,3
District_157,Dengue,2019,45,3
District_157,Yellow fever,2019,41,3
District_157,Malaria,2019,40,3
District_158,Chikungunya,2019,7,0
District_158,Dengue,2019,87,0
District_158,Yellow fever,2019,72,0
District_158,Malaria,2019,57,0
District_158,Chikungunya,2019,2,1
District_158,Dengue,2019,91,1
District_158,Yellow fever,2019,15,1
District_158,Malaria,2019,13,1
District_158,Chikungunya,2019,32,2
District_158,Dengue,2019,62,2
District_158,Yellow fever,2019,28,2
District_158,Malaria,2019,79,2
District_158,Chikungunya,2019,13,3
District_158,Dengue,2019,8,3
District_158,Yellow fever,2019,92,3
District_158,Malaria,2019,39,3
District_159,Chikungunya,2019,25,0
District_159,Dengue,2019,24,0
District_159,Yellow fever,2019,75,0
District_159,Malaria,2019,65,0
District_159,Chikungunya,2019,90,1
District_159,Dengue,2019,26,1
District_159,Yellow fever,2019,86,1
District_159,Malaria,2019,33,1
District_159,Chikungunya,2019,77,2
District_159,Dengue,2019,2,2
District_159,Yellow fever,2019,15,2
District_159,Malaria,2019,9,2
District_159,Chikungunya,2019,92,3
District_159,Dengue,2019,82,3
District_159,Yellow fever,2019,41,3
District_159,Malaria,2019,21,3
District_160,Chikungunya,2019,77,0
District_160,Dengue,2019,53,0
District_160,Yellow fever,2019,95,0
District_160,Malaria,2019,5,0
District_160,Chikungunya,2019,57,1
District_160,Dengue,2019,78,1
District_160,Yellow fever,2019,77,1
District_160,Malaria,2019,88,1
District_160,Chikungunya,2019,5,2
District_160,Dengue,2019,27,2
District_160,Yellow fever,2019,2,2
District_160,Malaria,2019,68,2
District_160,Chikungunya,2019,0,3
District_160,Dengue,2019,46,3
District_160,Yellow fever,2019,1,3
District_160,Malaria,2019,36,3
District_161,Chikungunya,2019,37,0
District_161,Dengue,2019,90,0
District_161,Yellow fever,2019,3,0
District_161,Malaria,2019,13,0
District_161,Chikungunya,2019,82,1
District_161,Dengue,2019,98,1
District_161,Yellow fever,2019,49,1
District_161,Malaria,2019,97,1
District_161,Chikungunya,2019,21,2
District_161,Dengue,2019,71,2
District_161,Yellow fever,2019,58,2
District_161,Malaria,2019,37,2
District_161,Chikungunya,2019,17,3
District_161,Dengue,2019,11,3
District_161,Yellow fever,2019,55,3
District_161,Malaria,2019,94,3
District_162,Chikungunya,2019,53,0
District_162,Dengue,2019,5,0
District_162,Yellow fever,2019,38,0
District_162,Malaria,2019,20,0
District_162,Chikungunya,2019,17,1
District_162,Dengue,2019,11,1
District_162,Yellow fever,2019,78,1
District_162,Malaria,2019,24,1
District_162,Chikungunya,2019,32,2
District_162,Dengue,2019,9,2
District_162,Yellow fever,2019,38,2
District_162,Malaria,2019,55,2
District_162,Chikungunya,2019,5,3
District_162,Dengue,2019,86,3
District_162,Yellow fever,2019,82,3
District_162,Malaria,2019,2,3
District_163,Chikungunya,2019,16,0
District_163,Dengue,2019,87,0
District_163,Yellow fever,2019,31,0
District_163,Malaria,2019,10,0
District_163,Chikungunya,2019,32,1
District_163,Dengue,2019,65,1
District_163,Yellow fever,2019,2,1
District_163,Malaria,2019,79,1
District_163,Chikungunya,2019,93,2
District_163,Dengue,2019,98,2
District_163,Yellow fever,2019,86,2
District_163,Malaria,2019,11,2
District_163,Chikungunya,2019,12,3
District_163,Dengue,2019,42,3
District_163,Yellow fever,2019,96,3
District_163,Malaria,2019,79,3
District_164,Chikungunya,2019,30,0
District_164,Dengue,2019,35,0
District_164,Yellow fever,2019,7,0
District_164,Malaria,2019,78,0
District_164,Chikungunya,2019,54,1
District_164,Dengue,2019,26,1
District_164,Yellow fever,2019,74,1
District_164,Malaria,2019,41,1
District_164,Chikungunya,2019,51,2
District_164,Dengue,2019,69,2
District_164,Yellow fever,2019,61,2
District_164,Malaria,2019,85,2
District_164,Chikungunya,2019,26,3
District_164,Dengue,2019,59,3
District_164,Yellow fever,2019,60,3
District_164,Malaria,2019,85,3
District_165,Chikungunya,2019,26,0
District_165,Dengue,2019,95,0
District_165,Yellow fever,2019,92,0
District_165,Malaria,2019,44,0
District_165,Chikungunya,2019,4,1
District_165,Dengue,2019,72,1
District_165,Yellow fever,2019,70,1
District_165,Malaria,2019,93,1
District_165,Chikungunya,2019,6,2
District_165,Dengue,2019,57,2
District_165,Yellow fever,2019,6,2
District_165,Malaria,2019,61,2
District_165,Chikungunya,2019,90,3
District_165,Dengue,2019,16,3
District_165,Yellow fever,2019,11,3
District_165,Malaria,2019,60,3
District_166,Chikungunya,2019,68,0
District_166,Dengue,2019,54,0
District_166,Yellow fever,2019,81,0
District_166,Malaria,2019,31,0
District_166,Chikungunya,2019,60,1
District_166,Dengue,2019,26,1
District_166,Yellow fever,2019,27,1
District_166,Malaria,2019,93,1
District_166,Chikungunya,2019,41,2
District_166,Dengue,2019,16,2
District_166,Yellow fever,2019,99,2
District_166,Malaria,2019,78,2
District_166,Chikungunya,2019,38,3
District_166,Dengue,2019,5,3
District_166,Yellow fever,2019,64,3
District_166,Malaria,2019,13,3
District_167,Chikungunya,2019,69,0
District_167,Dengue,2019,23,0
District_167,Yellow fever,2019,72,0
District_167,Malaria,2019,87,0
District_167,Chikungunya,2019,44,1
District_167,Dengue,2019,7,1
District_167,Yellow fever,2019,56,1
District_167,Malaria,2019,70,1
District_167,Chikungunya,2019,7,2
District_167,Dengue,2019,14,2
District_167,Yellow fever,2019,4,2
District_167,Malaria,2019,37,2
District_167,Chikungunya,2019,73,3
District_167,Dengue,2019,17,3
District_167,Yellow fever,2019,10,3
District_167,Malaria,2019,25,3
District_168,Chikungunya,2019,34,0
District_168,Dengue,2019,75,0
District_168,Yellow fever,2019,31,0
District_168,Malaria,2019,51,0
District_168,Chikungunya,2019,8,1
District_168,Dengue,2019,53,1
District_168,Yellow fever,2019,0,1
District_168,Malaria,2019,61,1
District_168,Chikungunya,2019,41,2
District_168,Dengue,2019,97,2
District_168,Yellow fever,2019,19,2
District_168,Malaria,2019,76,2
District_168,Chikungunya,2019,4,3
District_168,Dengue,2019,91,3
District_168,Yellow fever,2019,35,3
District_168,Malaria,2019,32,3
District_169,Chikungunya,2019,70,0
District_169,Dengue,2019,84,0
District_169,Yellow fever,2019,27,0
District_169,Malaria,2019,4,0
District_169,Chikungunya,2019,11,1
District_169,Dengue,2019,5,1
District_169,Yellow fever,2019,94,1
District_169,Malaria,2019,62,1
District_169,Chikungunya,2019,65,2
District_169,Dengue,2019,84,2
District_169,Yellow fever,2019,9,2
District_169,Malaria,2019,38,2
District_169,Chikungunya,2019,6,3
District_169,Dengue,2019,76,3
District_169,Yellow fever,2019,5,3
District_169,Malaria,2019,75,3
District_170,Chikungunya,2019,14,0
District_170,Dengue,2019,86,0
District_170,Yellow fever,2019,82,0
District_170,Malaria,2019,35,0
District_170,Chikungunya,2019,16,1
District_170,Dengue,2019,82,1
District_170,Yellow fever,2019,13,1
District_170,Malaria,2019,28,1
District_170,Chikungunya,2019,61,2
District_170,Dengue,2019,49,2
District_170,Yellow fever,2019,50,2
District_170,Malaria,2019,85,2
District_170,Chikungunya,2019,81,3
District_170,Dengue,2019,33,3
District_170,Yellow fever,2019,42,3
District_170,Malaria,2019,10,3
District_171,Chikungunya,2019,95,0
District_171,Dengue,2019,89,0
District_171,Yellow fever,2019,95,0
District_171,Malaria,2019,5,0
District_171,Chikungunya,2019,3,1
District_171,Dengue,2019,88,1
District_171,Yellow fever,2019,79,1
District_171,Malaria,2019,0,1
District_171,Chikungunya,2019,92,2
District_171,Dengue,2019,7,2
District_171,Yellow fever,2019,59,2
District_171,Malaria,2019,95,2
District_171,Chikungunya,2019,38,3
District_171,Dengue,2019,30,3
District_171,Yellow fever,2019,65,3
District_171,Malaria,2019,31,3
District_172,Chikungunya,2019,76,0
District_172,Dengue,2019,57,0
District_172,Yellow fever,2019,67,0
District_172,Malaria,2019,66,0
District_172,Chikungunya,2019,52,1
District_172,Dengue,2019,1,1
District_172,Yellow fever,2019,22,1
District_172,Malaria,2019,7,1
District_172,Chikungunya,2019,26,2
District_172,Dengue,2019,53,2
District_172,Yellow fever,2019,25,2
District_172,Malaria,2019,48,2
District_172,Chikungunya,2019,75,3
District_172,Dengue,2019,36,3
District_172,Yellow fever,2019,83,3
District_172,Malaria,2019,3,3
District_173,Chikungunya,2019,68,0
District_173,Dengue,2019,56,0
District_173,Yellow fever,2019,74,0
District_173,Malaria,2019,1,0
District_173,Chikungunya,2019,29,1
District_173,Dengue,2019,14,1
District_173,Yellow fever,2019,78,1
District_173,Malaria,2019,67,1
District_173,Chikungunya,2019,11,2
District_173,Dengue,2019,34,2
District_173,Yellow fever,2019,57,2
District_173,Malaria,2019,78,2
District_173,Chikungunya,2019,9,3
District_173,Dengue,2019,84,3
District_173,Yellow fever,2019,48,3
District_173,Malaria,2019,66,3
District_174,Chikungunya,2019,60,0
District_174,Dengue,2019,58,0
District_174,Yellow fever,2019,51,0
District_174,Malaria,2019,34,0
District_174,Chikungunya,2019,59,1
District_174,Dengue,2019,56,1
